State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,Andhra Pradesh_District_2,2006,Rabi,Groundnut,4242.25,4275.57
Odisha,Odisha_District_2,2002,Rabi,Potato,4316.84,81670.99
Madhya Pradesh,Madhya Pradesh_District_4,2015,Kharif,Bajra,2586.89,2432.66
West Bengal,West Bengal_District_1,2021,Kharif,Soyabean,865.3,1194.52
Uttar Pradesh,Uttar Pradesh_District_4,2008,Kharif,Groundnut,4395.26,5175.1
Punjab,Punjab_District_1,2002,Rabi,Lentil,372.76,243.73
Maharashtra,Maharashtra_District_4,2010,Kharif,Rice,2514.17,6138.33
Bihar,Bihar_District_3,2019,Kharif,Maize,1018.27,2001.26
Maharashtra,Maharashtra_District_4,2004,Kharif,Sunflower,1418.39,1269.2
Uttar Pradesh,Uttar Pradesh_District_2,2020,Rabi,Potato,2811.21,46551.8
Chhattisgarh,Chhattisgarh_District_5,2018,Kharif,Maize,885.83,2627.06
Maharashtra,Maharashtra_District_5,2011,Rabi,Sunflower,1600.15,1307.82
Uttar Pradesh,Uttar Pradesh_District_3,2011,Rabi,Jowar,2550.77,2238.77
Haryana,Haryana_District_5,2004,Rabi,Wheat,4985.54,14710.3
Rajasthan,Rajasthan_District_3,2003,Kharif,Cotton,2660.63,1296.35
Haryana,Haryana_District_3,2009,Kharif,Turmeric,4104.36,24002.15
Chhattisgarh,Chhattisgarh_District_4,2011,Kharif,Sunflower,4511.42,2887.13
Karnataka,Karnataka_District_3,2016,Rabi,Sunflower,3574.47,3346.53
Uttar Pradesh,Uttar Pradesh_District_1,2003,Kharif,Cotton,752.76,300.51
Odisha,Odisha_District_1,2012,Kharif,Cotton,2382.87,772.63
Chhattisgarh,Chhattisgarh_District_1,2016,Whole Year,Sugarcane,576.4,36623.43
Andhra Pradesh,Andhra Pradesh_District_3,2015,Whole Year,Sugarcane,1561.29,114608.95
Chhattisgarh,Chhattisgarh_District_1,2021,Kharif,Cotton,3283.16,1839.6
Bihar,Bihar_District_3,2006,Kharif,Rice,3370.12,8537.4
Rajasthan,Rajasthan_District_2,2014,Kharif,Bajra,2328.77,2214.36
Uttar Pradesh,Uttar Pradesh_District_3,2017,Whole Year,Sugarcane,258.02,20294.42
Punjab,Punjab_District_1,2019,Rabi,Maize,4138.89,9934.69
Uttar Pradesh,Uttar Pradesh_District_1,2019,Rabi,Mustard,4370.13,5559.85
Karnataka,Karnataka_District_5,2004,Kharif,Turmeric,527.85,2250.13
Chhattisgarh,Chhattisgarh_District_1,2014,Rabi,Mustard,3728.81,4257.07
Gujarat,Gujarat_District_4,2002,Kharif,Bajra,3355.63,3451.48
Madhya Pradesh,Madhya Pradesh_District_5,2017,Rabi,Chickpea,1462.19,1472.25
Rajasthan,Rajasthan_District_2,2021,Kharif,Cotton,365.02,185.41
Telangana,Telangana_District_1,2009,Kharif,Turmeric,3362.54,21924.29
Maharashtra,Maharashtra_District_1,2013,Kharif,Bajra,3487.53,2774.25
Gujarat,Gujarat_District_5,2021,Rabi,Groundnut,3174.97,4068.77
Telangana,Telangana_District_3,2007,Whole Year,Sugarcane,701.88,50957.5
Tamil Nadu,Tamil Nadu_District_2,2002,Kharif,Bajra,2390.84,1936.94
Maharashtra,Maharashtra_District_1,2017,Rabi,Wheat,246.84,823.6
Punjab,Punjab_District_1,2013,Kharif,Jowar,2436.1,2227.26
Chhattisgarh,Chhattisgarh_District_5,2017,Whole Year,Sugarcane,2607.03,179310.08
Andhra Pradesh,Andhra Pradesh_District_2,2009,Rabi,Mustard,2015.22,2057.13
Odisha,Odisha_District_1,2021,Kharif,Bajra,1758.85,2068.68
Rajasthan,Rajasthan_District_3,2013,Rabi,Mustard,4650.66,5275.85
Maharashtra,Maharashtra_District_4,2008,Rabi,Maize,4542.67,10549.48
Telangana,Telangana_District_2,2005,Kharif,Soyabean,57.75,74.67
Madhya Pradesh,Madhya Pradesh_District_5,2017,Rabi,Lentil,3038.79,2545.27
West Bengal,West Bengal_District_4,2005,Rabi,Wheat,649.07,1987.25
Gujarat,Gujarat_District_1,2012,Kharif,Rice,446.89,1115.78
Odisha,Odisha_District_2,2019,Rabi,Wheat,2988.62,9173.25
Bihar,Bihar_District_3,2007,Kharif,Groundnut,4374.81,4898.44
Karnataka,Karnataka_District_3,2008,Rabi,Chickpea,4109.06,4035.55
Tamil Nadu,Tamil Nadu_District_3,2001,Rabi,Mustard,467.74,578.12
West Bengal,West Bengal_District_1,2006,Kharif,Soyabean,4235.74,4322.55
Bihar,Bihar_District_4,2009,Kharif,Maize,1566.25,3149.21
Chhattisgarh,Chhattisgarh_District_3,2015,Rabi,Sunflower,3808.79,3757.55
Rajasthan,Rajasthan_District_2,2004,Rabi,Mustard,1995.22,2606.83
Madhya Pradesh,Madhya Pradesh_District_4,2001,Kharif,Cotton,1762.09,1232.1
Telangana,Telangana_District_2,2003,Rabi,Sunflower,1735.99,1280.35
Karnataka,Karnataka_District_5,2002,Kharif,Bajra,4216.53,3362.42
Karnataka,Karnataka_District_1,2004,Rabi,Lentil,878.43,760.81
Punjab,Punjab_District_3,2011,Rabi,Chickpea,1970.53,1949.59
Bihar,Bihar_District_3,2015,Kharif,Turmeric,2464.86,14657.82
Tamil Nadu,Tamil Nadu_District_5,2006,Kharif,Maize,3034.57,6221.22
Andhra Pradesh,Andhra Pradesh_District_5,2015,Kharif,Turmeric,800.34,6173.31
Haryana,Haryana_District_3,2019,Kharif,Soyabean,1813.12,1352.43
Telangana,Telangana_District_3,2017,Rabi,Potato,2561.86,43870.93
Gujarat,Gujarat_District_3,2003,Kharif,Rice,795.08,1981.92
Gujarat,Gujarat_District_3,2017,Kharif,Turmeric,3686.16,18916.58
Chhattisgarh,Chhattisgarh_District_5,2021,Kharif,Soyabean,782.52,704.52
Haryana,Haryana_District_4,2021,Kharif,Groundnut,3015.65,3552.37
Karnataka,Karnataka_District_3,2005,Kharif,Soyabean,3981.34,2557.53
Uttar Pradesh,Uttar Pradesh_District_2,2017,Rabi,Sunflower,4748.11,3308.6
Karnataka,Karnataka_District_2,2006,Whole Year,Sugarcane,2636.1,176239.02
Madhya Pradesh,Madhya Pradesh_District_3,2019,Rabi,Mustard,2907.53,4058.99
Gujarat,Gujarat_District_5,2009,Rabi,Maize,344.38,
Andhra Pradesh,Andhra Pradesh_District_1,2008,Kharif,Rice,359.17,796.34
Uttar Pradesh,Uttar Pradesh_District_5,2016,Rabi,Lentil,3824.85,3938.1
Karnataka,Karnataka_District_3,2010,Rabi,Maize,715.45,1286.75
Maharashtra,Maharashtra_District_3,2015,Kharif,Bajra,4953.2,3792.6
Punjab,Punjab_District_1,2007,Kharif,Bajra,61.47,54.99
West Bengal,West Bengal_District_5,2008,Kharif,Turmeric,4688.6,26320.61
Odisha,Odisha_District_1,2003,Whole Year,Sugarcane,3087.34,207095.95
Gujarat,Gujarat_District_3,2003,Rabi,Maize,3178.84,5500.0
Bihar,Bihar_District_5,2019,Kharif,Turmeric,2636.75,15031.31
Punjab,Punjab_District_4,2002,Rabi,Groundnut,410.86,470.04
West Bengal,West Bengal_District_4,2007,Rabi,Wheat,2036.46,5487.03
Karnataka,Karnataka_District_5,2021,Kharif,Soyabean,4219.04,4283.39
Uttar Pradesh,Uttar Pradesh_District_5,2021,Kharif,Turmeric,1112.41,7849.84
Madhya Pradesh,Madhya Pradesh_District_2,2004,Rabi,Potato,3142.68,56397.57
Bihar,Bihar_District_2,2020,Rabi,Sunflower,1550.81,1377.44
Rajasthan,Rajasthan_District_2,2014,Kharif,Sunflower,4415.86,2500.29
West Bengal,West Bengal_District_3,2017,Rabi,Jowar,1622.05,1533.76
Karnataka,Karnataka_District_1,2018,Kharif,Soyabean,2361.49,2558.27
Tamil Nadu,Tamil Nadu_District_1,2011,Kharif,Turmeric,4142.24,24636.96
Gujarat,Gujarat_District_4,2015,Rabi,Wheat,4717.77,12219.08
Karnataka,Karnataka_District_4,2017,Kharif,Maize,3450.75,4928.89
Maharashtra,Maharashtra_District_2,2021,Rabi,Lentil,3579.58,3322.69
Andhra Pradesh,Andhra Pradesh_District_4,2017,Rabi,Mustard,3396.74,5243.24
Andhra Pradesh,Andhra Pradesh_District_5,2007,Rabi,Groundnut,2526.99,2908.19
West Bengal,West Bengal_District_2,2003,Rabi,Chickpea,1880.58,2085.91
Odisha,Odisha_District_1,2001,Kharif,Groundnut,3991.39,4653.89
Telangana,Telangana_District_2,2008,Rabi,Jowar,3275.62,2504.19
Haryana,Haryana_District_4,2001,Kharif,Bajra,4456.56,4693.05
Chhattisgarh,Chhattisgarh_District_5,2010,Kharif,Jowar,2741.84,2578.32
Karnataka,Karnataka_District_2,2004,Kharif,Groundnut,4746.79,5178.83
Chhattisgarh,Chhattisgarh_District_1,2020,Rabi,Sunflower,99.12,89.03
Karnataka,Karnataka_District_1,2016,Whole Year,Sugarcane,3875.96,269540.37
Punjab,Punjab_District_4,2021,Rabi,Mustard,428.11,405.8
Madhya Pradesh,Madhya Pradesh_District_5,2007,Kharif,Jowar,1773.07,1248.09
Rajasthan,Rajasthan_District_5,2013,Whole Year,Sugarcane,4872.26,332384.45
Maharashtra,Maharashtra_District_5,2004,Kharif,Groundnut,4502.3,5758.31
Telangana,Telangana_District_2,2013,Rabi,Wheat,3749.85,10189.52
Odisha,Odisha_District_5,2020,Kharif,Bajra,2745.19,2756.06
Tamil Nadu,Tamil Nadu_District_1,2012,Kharif,Rice,3117.69,5872.32
Maharashtra,Maharashtra_District_4,2011,Rabi,Lentil,1336.53,1054.12
Gujarat,Gujarat_District_4,2009,Kharif,Jowar,3465.5,3227.76
Odisha,Odisha_District_3,2001,Kharif,Bajra,4791.77,4563.08
West Bengal,West Bengal_District_5,2021,Rabi,Potato,4813.44,113072.23
Uttar Pradesh,Uttar Pradesh_District_2,2013,Rabi,Chickpea,2320.06,2262.25
Karnataka,Karnataka_District_5,2012,Kharif,Bajra,4493.49,3701.27
Bihar,Bihar_District_3,2012,Rabi,Lentil,4805.1,4562.79
Chhattisgarh,Chhattisgarh_District_4,2012,Kharif,Bajra,1334.73,1691.62
Karnataka,Karnataka_District_2,2006,Rabi,Potato,991.03,15247.51
Rajasthan,Rajasthan_District_5,2017,Rabi,Wheat,4802.67,14803.47
Telangana,Telangana_District_2,2004,Kharif,Bajra,1274.33,1164.85
Madhya Pradesh,Madhya Pradesh_District_1,2020,Rabi,Mustard,2847.17,3443.67
Punjab,Punjab_District_4,2010,Kharif,Cotton,4033.53,2372.43
Punjab,Punjab_District_4,2002,Kharif,Bajra,2597.68,2077.64
Telangana,Telangana_District_3,2013,Kharif,Sunflower,636.59,562.94
Maharashtra,Maharashtra_District_3,2019,Rabi,Wheat,2498.64,5164.66
Gujarat,Gujarat_District_5,2003,Rabi,Chickpea,335.63,395.27
Punjab,Punjab_District_1,2013,Rabi,Wheat,1292.46,2887.28
Bihar,Bihar_District_1,2013,Rabi,Potato,4873.14,111685.08
Rajasthan,Rajasthan_District_3,2005,Kharif,Jowar,228.29,198.34
Telangana,Telangana_District_4,2011,Kharif,Cotton,2838.46,1294.81
Tamil Nadu,Tamil Nadu_District_2,2013,Kharif,Maize,1797.6,3737.5
Punjab,Punjab_District_4,2018,Rabi,Lentil,1063.17,1083.38
Odisha,Odisha_District_3,2014,Kharif,Soyabean,1075.03,1175.68
Maharashtra,Maharashtra_District_3,2004,Kharif,Bajra,3483.41,3584.71
Punjab,Punjab_District_4,2017,Rabi,Maize,2718.52,5316.71
Uttar Pradesh,Uttar Pradesh_District_5,2009,Rabi,Chickpea,50.06,34.94
Karnataka,Karnataka_District_5,2008,Rabi,Jowar,1169.32,863.44
Chhattisgarh,Chhattisgarh_District_4,2006,Rabi,Sunflower,3672.04,2386.76
Odisha,Odisha_District_5,2018,Kharif,Turmeric,4485.4,25644.02
Odisha,Odisha_District_3,2004,Rabi,Lentil,4925.05,4789.24
Haryana,Haryana_District_5,2017,Kharif,Bajra,1934.41,2281.83
Bihar,Bihar_District_1,2011,Kharif,Rice,3160.75,6699.93
Andhra Pradesh,Andhra Pradesh_District_4,2015,Whole Year,Sugarcane,3586.4,237793.91
Odisha,Odisha_District_3,2017,Whole Year,Sugarcane,4667.98,345227.79
Maharashtra,Maharashtra_District_3,2015,Kharif,Groundnut,3488.25,4988.28
Rajasthan,Rajasthan_District_1,2009,Kharif,Turmeric,1759.44,10281.32
Gujarat,Gujarat_District_5,2017,Kharif,Maize,3648.93,8476.77
Chhattisgarh,Chhattisgarh_District_2,2004,Rabi,Lentil,3941.72,3493.34
Bihar,Bihar_District_1,2020,Kharif,Maize,665.7,1562.25
Madhya Pradesh,Madhya Pradesh_District_4,2019,Kharif,Bajra,3545.66,4159.37
Maharashtra,Maharashtra_District_3,2001,Kharif,Cotton,1578.73,586.57
Uttar Pradesh,Uttar Pradesh_District_3,2016,Rabi,Maize,701.99,1491.58
Gujarat,Gujarat_District_4,2002,Kharif,Sunflower,4363.5,3802.88
Maharashtra,Maharashtra_District_3,2016,Rabi,Wheat,4910.43,15988.63
Gujarat,Gujarat_District_4,2017,Kharif,Rice,147.99,274.6
Karnataka,Karnataka_District_1,2014,Kharif,Cotton,3047.25,1354.44
Andhra Pradesh,Andhra Pradesh_District_2,2005,Kharif,Jowar,406.95,325.33
Gujarat,Gujarat_District_3,2020,Kharif,Groundnut,1425.37,1493.16
Punjab,Punjab_District_1,2010,Rabi,Jowar,937.86,1005.09
Odisha,Odisha_District_1,2017,Rabi,Mustard,2018.18,2259.48
Punjab,Punjab_District_2,2016,Kharif,Jowar,3171.97,3626.74
Madhya Pradesh,Madhya Pradesh_District_3,2015,Kharif,Turmeric,4759.54,29780.02
Karnataka,Karnataka_District_4,2020,Kharif,Sunflower,505.87,539.64
Karnataka,Karnataka_District_3,2009,Rabi,Potato,3547.82,78311.4
Odisha,Odisha_District_3,2002,Whole Year,Sugarcane,4337.17,309543.78
Karnataka,Karnataka_District_4,2013,Rabi,Wheat,2070.35,6391.6
Gujarat,Gujarat_District_1,2019,Rabi,Jowar,4790.03,5082.62
Karnataka,Karnataka_District_1,2018,Rabi,Potato,3726.98,73096.47
Gujarat,Gujarat_District_3,2015,Kharif,Cotton,1330.62,
Maharashtra,Maharashtra_District_4,2011,Kharif,Rice,3206.56,6849.6
Gujarat,Gujarat_District_5,2007,Kharif,Bajra,1036.39,1004.56
West Bengal,West Bengal_District_1,2005,Rabi,Jowar,431.87,417.55
Rajasthan,Rajasthan_District_5,2003,Rabi,Wheat,1115.95,3684.46
Madhya Pradesh,Madhya Pradesh_District_2,2006,Rabi,Wheat,1947.26,6730.34
West Bengal,West Bengal_District_5,2014,Kharif,Bajra,2017.37,1484.22
Maharashtra,Maharashtra_District_3,2010,Rabi,Chickpea,2166.1,2085.66
Rajasthan,Rajasthan_District_1,2017,Kharif,Soyabean,4332.71,5318.31
Karnataka,Karnataka_District_2,2004,Kharif,Bajra,2698.38,2369.01
West Bengal,West Bengal_District_4,2002,Rabi,Wheat,2525.4,7731.18
Karnataka,Karnataka_District_5,2004,Rabi,Mustard,1089.65,1450.71
Chhattisgarh,Chhattisgarh_District_2,2006,Kharif,Jowar,839.49,801.6
Telangana,Telangana_District_4,2004,Kharif,Maize,1481.48,2538.17
Tamil Nadu,Tamil Nadu_District_3,2010,Kharif,Bajra,2700.99,2011.95
Odisha,Odisha_District_5,2014,Kharif,Soyabean,4573.25,3903.65
Gujarat,Gujarat_District_2,2010,Kharif,Rice,1393.92,2752.78
Karnataka,Karnataka_District_3,2003,Kharif,Turmeric,1777.01,8512.87
Haryana,Haryana_District_2,2017,Kharif,Soyabean,1756.67,1116.51
Odisha,Odisha_District_5,2005,Rabi,Lentil,2084.91,1588.82
Gujarat,Gujarat_District_5,2008,Kharif,Rice,4321.71,12244.42
Karnataka,Karnataka_District_1,2017,Rabi,Chickpea,2100.29,2088.84
Chhattisgarh,Chhattisgarh_District_2,2015,Rabi,Potato,571.46,11973.35
Uttar Pradesh,Uttar Pradesh_District_3,2008,Kharif,Groundnut,4931.92,4588.39
Andhra Pradesh,Andhra Pradesh_District_1,2010,Kharif,Maize,2088.73,3879.99
Telangana,Telangana_District_1,2016,Rabi,Wheat,4728.32,15269.18
Haryana,Haryana_District_5,2007,Kharif,Turmeric,757.07,3686.01
Andhra Pradesh,Andhra Pradesh_District_3,2017,Kharif,Soyabean,4759.64,5685.41
Uttar Pradesh,Uttar Pradesh_District_1,2003,Rabi,Mustard,2825.36,3785.17
Odisha,Odisha_District_4,2001,Rabi,Jowar,2352.02,2354.0
Odisha,Odisha_District_3,2009,Kharif,Sunflower,2681.31,2572.21
West Bengal,West Bengal_District_3,2021,Rabi,Mustard,2078.21,2604.66
Bihar,Bihar_District_3,2008,Rabi,Wheat,4392.88,14098.7
Tamil Nadu,Tamil Nadu_District_4,2013,Kharif,Jowar,2279.87,1403.63
Karnataka,Karnataka_District_4,2010,Kharif,Turmeric,1639.75,8695.19
Rajasthan,Rajasthan_District_4,2020,Rabi,Mustard,274.33,268.3
Rajasthan,Rajasthan_District_3,2017,Rabi,Wheat,1897.54,5059.21
Odisha,Odisha_District_4,2009,Kharif,Bajra,2939.38,2929.8
Telangana,Telangana_District_2,2017,Whole Year,Sugarcane,122.41,9226.49
Tamil Nadu,Tamil Nadu_District_1,2006,Rabi,Lentil,3762.39,2888.1
Madhya Pradesh,Madhya Pradesh_District_3,2004,Kharif,Cotton,4270.3,2503.11
Telangana,Telangana_District_5,2016,Rabi,Mustard,1051.16,1282.99
Maharashtra,Maharashtra_District_5,2002,Rabi,Mustard,2153.01,2409.34
Andhra Pradesh,Andhra Pradesh_District_2,2018,Rabi,Wheat,1944.85,6507.87
Bihar,Bihar_District_1,2006,Rabi,Chickpea,2689.59,2990.54
Uttar Pradesh,Uttar Pradesh_District_5,2014,Kharif,Sunflower,1132.64,999.01
Karnataka,Karnataka_District_2,2021,Kharif,Soyabean,4083.95,5016.21
Gujarat,Gujarat_District_2,2020,Kharif,Cotton,1873.32,1025.37
Andhra Pradesh,Andhra Pradesh_District_5,2006,Rabi,Lentil,2105.44,2077.4
Odisha,Odisha_District_3,2008,Kharif,Bajra,3694.33,3724.52
Telangana,Telangana_District_2,2008,Rabi,Wheat,1282.59,3390.15
Gujarat,Gujarat_District_4,2010,Rabi,Mustard,78.31,90.46
West Bengal,West Bengal_District_5,2017,Kharif,Turmeric,4807.74,28772.53
Haryana,Haryana_District_3,2014,Rabi,Groundnut,4587.19,5726.0
Gujarat,Gujarat_District_3,2003,Rabi,Potato,4695.15,64304.82
Gujarat,Gujarat_District_5,2019,Kharif,Turmeric,2239.35,10862.58
Rajasthan,Rajasthan_District_1,2016,Whole Year,Sugarcane,3004.42,212472.19
Chhattisgarh,Chhattisgarh_District_5,2004,Rabi,Sunflower,4312.17,2245.2
Karnataka,Karnataka_District_1,2011,Rabi,Chickpea,4748.54,4196.45
Maharashtra,Maharashtra_District_3,2012,Kharif,Cotton,2526.78,1425.6
West Bengal,West Bengal_District_1,2010,Rabi,Jowar,2795.7,2830.47
Maharashtra,Maharashtra_District_4,2018,Rabi,Groundnut,3355.41,4814.57
Uttar Pradesh,Uttar Pradesh_District_2,2018,Whole Year,Sugarcane,3906.56,322703.78
Karnataka,Karnataka_District_4,2006,Rabi,Chickpea,2702.88,2816.55
Uttar Pradesh,Uttar Pradesh_District_5,2002,Kharif,Turmeric,2884.41,16643.85
Maharashtra,Maharashtra_District_4,2011,Kharif,Bajra,307.35,283.92
Maharashtra,Maharashtra_District_2,2017,Rabi,Chickpea,3053.89,2514.68
West Bengal,West Bengal_District_3,2009,Kharif,Cotton,4986.33,2652.01
Punjab,Punjab_District_1,2008,Rabi,Lentil,4706.83,3827.85
Haryana,Haryana_District_4,2017,Kharif,Rice,4270.11,10530.81
Chhattisgarh,Chhattisgarh_District_3,2018,Rabi,Wheat,2110.28,6436.27
Maharashtra,Maharashtra_District_2,2015,Whole Year,Sugarcane,779.01,46793.15
Uttar Pradesh,Uttar Pradesh_District_1,2008,Kharif,Bajra,2226.72,2355.91
Maharashtra,Maharashtra_District_5,2010,Rabi,Chickpea,1319.49,1133.36
Telangana,Telangana_District_5,2005,Whole Year,Sugarcane,892.07,60418.77
Maharashtra,Maharashtra_District_2,2011,Rabi,Lentil,2838.87,2656.71
Haryana,Haryana_District_2,2014,Kharif,Bajra,1592.86,1461.64
Punjab,Punjab_District_1,2010,Kharif,Soyabean,1445.5,1757.41
Karnataka,Karnataka_District_5,2018,Rabi,Jowar,3352.7,3302.14
West Bengal,West Bengal_District_5,2009,Kharif,Rice,4705.08,11782.13
Haryana,Haryana_District_2,2016,Kharif,Turmeric,3297.47,23408.38
Odisha,Odisha_District_3,2016,Rabi,Wheat,1674.75,5511.08
Odisha,Odisha_District_5,2017,Kharif,Turmeric,4098.39,29913.65
Uttar Pradesh,Uttar Pradesh_District_4,2008,Kharif,Sunflower,1892.26,1478.39
Karnataka,Karnataka_District_4,2003,Kharif,Cotton,1132.61,554.82
Telangana,Telangana_District_1,2003,Rabi,Groundnut,4697.53,5274.82
Tamil Nadu,Tamil Nadu_District_1,2005,Rabi,Mustard,916.86,874.73
Punjab,Punjab_District_4,2004,Kharif,Soyabean,53.23,59.75
Bihar,Bihar_District_1,2020,Whole Year,Sugarcane,3763.82,264959.3
Andhra Pradesh,Andhra Pradesh_District_2,2018,Kharif,Bajra,4745.09,3779.35
Maharashtra,Maharashtra_District_3,2015,Rabi,Potato,4546.75,62829.76
Madhya Pradesh,Madhya Pradesh_District_2,2017,Rabi,Groundnut,3535.21,3105.12
Bihar,Bihar_District_5,2018,Rabi,Chickpea,895.01,896.04
Odisha,Odisha_District_4,2012,Rabi,Potato,2531.31,35829.3
Gujarat,Gujarat_District_1,2009,Rabi,Jowar,4203.94,2821.03
Andhra Pradesh,Andhra Pradesh_District_5,2008,Rabi,Chickpea,1441.2,1278.29
Andhra Pradesh,Andhra Pradesh_District_3,2010,Kharif,Bajra,1990.86,1707.86
Punjab,Punjab_District_5,2021,Kharif,Cotton,4183.58,2159.78
Karnataka,Karnataka_District_2,2013,Kharif,Groundnut,4142.95,6540.77
Rajasthan,Rajasthan_District_1,2019,Kharif,Cotton,1504.19,732.26
Madhya Pradesh,Madhya Pradesh_District_4,2017,Rabi,Mustard,3284.25,3601.24
Haryana,Haryana_District_3,2004,Whole Year,Sugarcane,1784.55,102586.2
Gujarat,Gujarat_District_2,2020,Kharif,Turmeric,3406.66,15346.1
Chhattisgarh,Chhattisgarh_District_2,2014,Kharif,Sunflower,440.75,387.95
Andhra Pradesh,Andhra Pradesh_District_2,2016,Rabi,Wheat,4181.13,13491.01
Odisha,Odisha_District_4,2014,Rabi,Lentil,2271.46,2055.71
Chhattisgarh,Chhattisgarh_District_2,2010,Kharif,Bajra,4528.59,3430.7
Maharashtra,Maharashtra_District_5,2016,Rabi,Maize,3931.82,9545.05
Odisha,Odisha_District_5,2015,Rabi,Sunflower,2041.91,1613.4
Andhra Pradesh,Andhra Pradesh_District_1,2003,Rabi,Wheat,1743.43,5280.52
Andhra Pradesh,Andhra Pradesh_District_4,2001,Kharif,Groundnut,628.77,792.81
West Bengal,West Bengal_District_1,2005,Kharif,Cotton,1807.9,873.43
Tamil Nadu,Tamil Nadu_District_4,2018,Rabi,Mustard,573.97,696.31
Maharashtra,Maharashtra_District_2,2020,Rabi,Potato,103.51,2509.6
Telangana,Telangana_District_5,2013,Rabi,Potato,424.52,7596.84
Haryana,Haryana_District_1,2016,Rabi,Mustard,3928.33,4407.85
Chhattisgarh,Chhattisgarh_District_3,2012,Rabi,Sunflower,4371.89,3866.65
Telangana,Telangana_District_4,2009,Rabi,Potato,207.3,4577.7
Maharashtra,Maharashtra_District_2,2020,Kharif,Soyabean,184.89,154.39
Andhra Pradesh,Andhra Pradesh_District_1,2010,Kharif,Jowar,1828.08,1649.68
Andhra Pradesh,Andhra Pradesh_District_3,2016,Kharif,Turmeric,1844.67,10125.77
Andhra Pradesh,Andhra Pradesh_District_1,2013,Rabi,Chickpea,4212.5,4621.06
West Bengal,West Bengal_District_5,2013,Rabi,Lentil,2322.66,2269.99
Karnataka,Karnataka_District_2,2002,Kharif,Rice,211.66,452.17
Gujarat,Gujarat_District_3,2018,Rabi,Wheat,1693.94,4654.75
West Bengal,West Bengal_District_3,2012,Rabi,Lentil,3482.01,2897.65
Gujarat,Gujarat_District_4,2016,Rabi,Maize,281.59,544.05
Bihar,Bihar_District_1,2004,Rabi,Maize,2095.2,3106.84
Uttar Pradesh,Uttar Pradesh_District_5,2015,Rabi,Lentil,1475.63,1254.44
Gujarat,Gujarat_District_5,2013,Rabi,Potato,3565.07,71487.77
Maharashtra,Maharashtra_District_3,2009,Rabi,Lentil,1599.6,995.12
Chhattisgarh,Chhattisgarh_District_2,2018,Rabi,Groundnut,3403.32,4046.18
Tamil Nadu,Tamil Nadu_District_2,2013,Rabi,Mustard,3307.37,3675.37
Karnataka,Karnataka_District_2,2015,Rabi,Wheat,2445.9,7100.4
Haryana,Haryana_District_2,2006,Whole Year,Sugarcane,1659.8,107394.4
Haryana,Haryana_District_3,2020,Kharif,Groundnut,1942.15,2670.31
Telangana,Telangana_District_3,2003,Rabi,Potato,4988.23,92817.88
Rajasthan,Rajasthan_District_1,2010,Kharif,Jowar,3132.63,2143.5
West Bengal,West Bengal_District_4,2002,Kharif,Soyabean,896.14,1168.96
Odisha,Odisha_District_2,2009,Rabi,Chickpea,309.34,276.16
Bihar,Bihar_District_2,2011,Kharif,Maize,4159.25,8629.28
Uttar Pradesh,Uttar Pradesh_District_2,2010,Kharif,Sunflower,4638.24,3769.32
Andhra Pradesh,Andhra Pradesh_District_3,2003,Rabi,Wheat,191.83,528.89
West Bengal,West Bengal_District_2,2013,Rabi,Sunflower,2852.76,
Punjab,Punjab_District_3,2015,Rabi,Mustard,1393.89,1562.08
Maharashtra,Maharashtra_District_4,2011,Kharif,Sunflower,4037.96,3589.68
Maharashtra,Maharashtra_District_4,2008,Kharif,Cotton,4655.47,2148.75
Tamil Nadu,Tamil Nadu_District_5,2016,Rabi,Chickpea,1693.39,1438.07
Gujarat,Gujarat_District_4,2005,Kharif,Turmeric,3651.27,25179.5
Telangana,Telangana_District_2,2005,Kharif,Cotton,3812.8,1698.1
Gujarat,Gujarat_District_1,2004,Kharif,Groundnut,2068.19,2455.21
Uttar Pradesh,Uttar Pradesh_District_5,2002,Kharif,Maize,1007.5,1988.02
Telangana,Telangana_District_4,2020,Rabi,Groundnut,1593.96,2364.17
Gujarat,Gujarat_District_1,2018,Whole Year,Sugarcane,2015.11,145828.56
Uttar Pradesh,Uttar Pradesh_District_3,2004,Kharif,Cotton,1389.69,730.84
Chhattisgarh,Chhattisgarh_District_5,2020,Rabi,Wheat,2259.89,8479.9
Maharashtra,Maharashtra_District_1,2007,Rabi,Chickpea,4675.44,4984.94
Gujarat,Gujarat_District_2,2018,Rabi,Lentil,1305.24,1273.73
Rajasthan,Rajasthan_District_4,2015,Kharif,Rice,1091.08,2154.13
Tamil Nadu,Tamil Nadu_District_3,2011,Rabi,Potato,4896.8,110619.7
Telangana,Telangana_District_3,2010,Kharif,Sunflower,4453.4,2943.87
